request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_210,435.81,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 673.2 for Shared housing rent on 2026-07-03.
request_211,370.65,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 460.9 for Apartment rent transfer on 2024-11-04.
request_212,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 7600000 for Apartment rent transfer on 2025-05-01.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,Use the supplied installment schedule totaling 3496.89. The forecast reserves 842.4 for Residential rent payment on 2026-04-02.
request_214,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 69100 for Apartment rent transfer on 2025-03-03.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use the supplied installment schedule totaling 31185.45. The forecast reserves 6270 for Monthly rent on 2025-08-04.
request_216,782.13,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 194 for Home repair reserve on 2026-09-02.
request_217,14376.19,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 10472 for Landlord standing order on 2024-06-02.
request_218,32002064.8,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,Use the supplied installment schedule totaling 63587679.99. The forecast reserves 3800000 for Building maintenance payment on 2025-11-04.
request_219,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 650.1 for Residential rent payment on 2026-06-04.
request_220,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 309.1 for Shared housing rent on 2024-09-01.
request_221,50587.85,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 29300 for Landlord standing order on 2026-01-02.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay the full request today. The forecast reserves 8404 for Shared housing rent on 2026-04-03.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay the full request today. The forecast reserves 342.1 for Monthly rent on 2024-12-04.
request_224,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 9310000 for Landlord standing order on 2025-05-01.
request_225,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 6346000 for Residential rent payment on 2026-10-02.
request_226,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 82200 for Shared housing rent on 2025-03-03.
request_227,26601.08,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 10250 for Property maintenance contribution on 2025-07-05.
request_228,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 7049000 for Shared housing rent on 2026-07-01.
request_229,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 366.3 for Apartment rent transfer on 2024-06-02.
request_230,1352.59,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 891 for Apartment rent transfer on 2025-11-03.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Use the supplied installment schedule totaling 37134.24. The forecast reserves 14168 for Residential rent payment on 2026-03-04.
request_232,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 873.4 for Landlord standing order on 2024-09-01.
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 3895000 for Shared housing rent on 2026-02-02.
request_234,432.48,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 86 for Home association fee on 2026-09-04.
request_235,893.43,affordable_with_plan,full_payment,2024-09-06:967.2,,stop:event_21620,Pay the full request today after these permitted changes: stop:event_21620. The forecast reserves 224.4 for Residential rent payment on 2024-12-04.
request_236,9408210.03,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 2584000 for Home repair reserve on 2025-05-02.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay the full request today. The forecast reserves 7695000 for Shared housing rent on 2026-07-02.
request_238,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 205.2 for Monthly rent on 2025-03-03.
request_239,202.55,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 321.6 for Landlord standing order on 2025-07-04.
request_240,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 16100 for Residential rent payment on 2026-04-01.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use the supplied installment schedule totaling 21894080.01. The forecast reserves 7182000 for Residential rent payment on 2024-05-02.
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 270.6 for Shared housing rent on 2025-11-03.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay the full request today. The forecast reserves 2343 for Property maintenance contribution on 2026-10-05.
request_244,12988.52,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 18106 for Residential rent payment on 2024-09-01.
request_245,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 35400 for Monthly rent on 2026-02-02.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use the supplied installment schedule totaling 66649.44. The forecast reserves 14234 for Residential rent payment on 2026-06-03.
request_247,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 434.5 for Landlord standing order on 2024-12-04.
request_248,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 343.2 for Apartment rent transfer on 2025-05-01.
request_249,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 210 for Monthly rent on 2026-04-02.
request_250,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 15158 for Landlord standing order on 2025-03-03.
request_251,520.87,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 401.5 for Apartment rent transfer on 2025-07-04.
request_252,8621613.16,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 1453500 for Property maintenance contribution on 2026-10-02.
request_253,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 883.3 for Monthly rent on 2024-06-02.
request_254,1208.68,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 244 for Property maintenance contribution on 2025-10-04.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay the full request today. The forecast reserves 3838000 for Residential rent payment on 2026-07-04.
request_256,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 56600 for Monthly rent on 2024-09-01.
request_257,733.83,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,Wait and pay the full request on 2025-11-15. The forecast reserves 540 for Apartment rent transfer on 2026-02-02.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay the full request today. The forecast reserves 242.4 for Apartment rent transfer on 2026-04-03.
request_259,489.86,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 240.9 for Monthly rent on 2024-11-04.
request_260,11542573.71,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 8436000 for Landlord standing order on 2025-05-01.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay the full request today. The forecast reserves 301 for Home repair reserve on 2026-09-03.
request_262,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 13452000 for Landlord standing order on 2025-03-03.
request_263,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 9174 for Apartment rent transfer on 2025-08-04.
request_264,167.89,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 20400 for Apartment rent transfer on 2026-07-01.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay the full request today. The forecast reserves 83700 for Monthly rent on 2024-06-02.
request_266,247.87,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 266.2 for Apartment rent transfer on 2025-10-03.
request_267,646.82,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 575.3 for Landlord standing order on 2026-04-04.
request_268,516.75,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 557.7 for Monthly rent on 2024-09-01.
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 11484 for Shared housing rent on 2026-02-02.
request_270,305.27,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 183 for Home association fee on 2026-10-04.
request_271,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 27800 for Shared housing rent on 2024-11-04.
request_272,7531524,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 836000 for Home repair reserve on 2025-05-02.
request_273,0,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 10374000 for Apartment rent transfer on 2026-07-02.
request_274,1878,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 576.4 for Apartment rent transfer on 2025-03-03.
request_275,1202382.6,not_affordable,not_recommended,none,,none,Do not make this payment under the available safe plans. The forecast reserves 5225000 for Shared housing rent on 2025-08-04.
